run,Scenario,Version,World,Regionalisation,aftParamId,ThresholdTimberGlobal,ThresholdCerealGlobal,ThresholdMeatGlobal,ThresholdRecreationGlobal,ThresholdTimberRegional,ThresholdCerealRegional,ThresholdMeatRegional,ThresholdRecreationRegional,FactorCerealGlobal,FactorMeatGlobal,FactorTimberGlobal,FactorCerealRegional,FactorMeatRegional,FactorTimberRegional,GlobalInstNoise,InstitutionNoise,GlobalInstActionRT,RegionalInstActionRT,MonitorDelay,MonitorDelayRegion,PACconsiderGlobal,PACconsiderRegional,GlobalInstitutions_xml,BT_xml,GlobalInstBT,frPas,Insititutions_xml,RegionCsvFile,DemandFolder,Agent_xml,Competition_xml,Allocation_xml,Allocation_percentageCell,Allocation_percentageTakeovers,SocialNetwork_xml,LARAmodel_xml,allocprob,pathToData
34,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,99,99,0.5,0.5,1.6,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesE.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesB.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasB.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
35,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,99,99,0.5,0.5,1.6,1.5,1.5,1.7,0.2,0.2,1,1,2,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesE.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesB.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasB.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
36,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,99,99,0.5,0.5,1.6,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesE.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesB.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasB.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
37,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,0.01,0.01,0.5,0.5,1.4,1.5,1.5,1.7,0,0,1,1,0,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
38,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,0.01,0.01,0.5,0.5,1.4,1.5,1.5,1.7,0,0,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
39,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,0.01,0.01,0.5,0.5,1.4,1.5,1.5,1.7,0,0,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
40,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,0.01,0.01,0.5,0.5,1.4,1.5,1.5,1.7,0,0,2,1,0,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
41,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,0.01,0.01,0.5,0.5,1.4,1.5,1.5,1.7,0,0,3,1,0,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
42,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,0.01,0.01,0.5,0.5,1.4,1.5,1.5,1.7,0,0,5,1,0,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
43,A1,_setA/_RegGlobMax,WorldX,3,0,0.01,0.2,0.2,0.2,0.01,0.01,0.01,0.01,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,3,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
50,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
51,A1,_setA/_RegGlobMax,WorldX,3,0,0.02,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
52,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,3,3,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
53,A1,_setA/_RegGlobMax,WorldX,3,0,0.02,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,3,3,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
54,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
55,A1,_setA/_RegGlobMax,WorldX,3,0,0.02,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
56,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,3,3,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
57,A1,_setA/_RegGlobMax,WorldX,3,0,0.02,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,3,3,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
60,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
61,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
62,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
63,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
64,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
65,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
66,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
67,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesG.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesD.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
68,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
69,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
70,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
71,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,1,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
72,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
73,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.4,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
74,A1,_setA/_RegGlobMax,WorldX,3,0,0.005,0.2,0.2,0.2,0.005,0.005,0.005,0.005,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
75,A1,_setA/_RegGlobMax,WorldX,3,0,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,1.7,1.5,1.5,1.7,0.2,0.2,1,1,3,0,0,0,institutions/global/GlobalInstitutionsB.xml,"/.//agents/BehaviouralTypes.xml, ./institutions/Institutions_BehaviouralTypesF.xml",./institutions/global/GlobalInstitutionsBehaviouralTypesC.xml,_setA/_RegGlobMax/institutions/pas/RegionalSupplyInstPasD.xml,./institutions/Institutions_RegionalProvisionB.xml,/..//worlds/WorldX/regionalisations/3.csv,./demand/demand04,/..//agents/FunctionalRoles_homo.xml,/../_BLwX//competition/Competition_linear_08.xml,/..//allocation/GiveUpGiveInAllocationRandom.xml,30,3,None,../lara/RegionalLaraModel.xml,0.2,../..
